videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection
mtczg2FZrpY,https://www.youtube.com/watch?v=mtczg2FZrpY,"[['0:01:10.653', '0:01:13.698'], ['0:01:46.815', '0:01:50.777'], ['0:02:36.906', '0:02:40.493']]","['A close up of the rear end of a motorcycle.', 'A person rides a motorcycle on a track with mountains in the background in a race.', 'A person riding a motorcycle on a track in the desert is leaning into a turn.']","[0.44384765625, 0.4638671875, 0.46337890625]","['0_low_desirable_score', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.003']], [['0:00:00.000', '0:00:03.920']], [['0:00:00.000', '0:00:03.545']]]"
mtm5_w6JthA,https://www.youtube.com/watch?v=mtm5_w6JthA,"[['0:02:30.850', '0:02:33.186'], ['0:06:24.317', '0:06:28.221'], ['0:06:58.084', '0:07:00.787']]","['Two young girls sitting next to each other in a crowd.', 'Two children sitting on a couch with folders.', 'There is a young boy sitting in a classroom, looking up at something with a curious expression on his face.']","[0.4501953125, 0.447265625, 0.439697265625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.302']], [['0:00:00.000', '0:00:03.870']], [['0:00:00.000', '0:00:02.669']]]"
mv1s9ZndaZ8,https://www.youtube.com/watch?v=mv1s9ZndaZ8,"[['0:00:03.080', '0:00:23.280'], ['0:01:21.720', '0:01:27.400'], ['0:01:43.040', '0:01:49.480']]","['A woman is performing on stage with a symphony orchestra in front of a large crowd.', 'There are several people walking through an airport terminal, some of them are wearing sunglasses and others are not.', 'There is a group of people walking through an airport terminal, some of them are carrying luggage.']","[0.4755859375, 0.475830078125, 0.480224609375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:20.160']], [['0:00:00.000', '0:00:05.640']], [['0:00:00.000', '0:00:06.400']]]"
mwm-9M23pTU,https://www.youtube.com/watch?v=mwm-9M23pTU,"[['0:00:08.775', '0:00:12.278'], ['0:02:00.019', '0:02:03.223'], ['0:02:23.009', '0:02:26.212']]","['An aerial view of a town with houses and a street.', 'A video game character in the snow next to a person.', 'An aerial view of a snowy town.']","[0.45166015625, 0.46630859375, 0.459716796875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:00.600'], ['0:00:00.633', '0:00:01.468'], ['0:00:01.534', '0:00:03.470']], [['0:00:00.000', '0:00:01.368'], ['0:00:01.401', '0:00:03.203']], [['0:00:00.000', '0:00:03.169']]]"
myoSu3TNaws,https://www.youtube.com/watch?v=myoSu3TNaws,"[['0:00:01.000', '0:00:09.000'], ['0:02:29.250', '0:03:17.250'], ['0:03:49.458', '0:04:05.500']]","['A man standing in front of a wine glass with the words ""cocktail chemistry wild fire from game of thrones"".', 'A person is holding a glass with a flame in it and adding different ingredients such as cocoa powder, chocolate, green chartreuse, smoky mescal, fresh lime juice, and an iced shell to the glass.', 'The website has different fonts, text, and designs.']","[0.443359375, 0.431884765625, 0.430908203125]","['desirable', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:07.958']], [['0:00:00.000', '0:00:47.958']], [['0:00:00.000', '0:00:16.041']]]"
n1B1o7UDRis,https://www.youtube.com/watch?v=n1B1o7UDRis,"[['0:00:33.800', '0:00:36.836'], ['0:01:19.379', '0:01:23.416'], ['0:04:04.777', '0:04:07.947']]","['A group of people riding bikes through a wooded area.', 'There are four outdoor gps devices on a table, each with its own packaging.', 'The person is holding a lowrance endura outdoor gps in their hand and talking about its features, capabilities and recreational activities for camping, hiking, mountain biking, paddling and more.']","[0.4765625, 0.48095703125, 0.466796875]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:03.003']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:03.136']]]"
n6oKM7O559c,https://www.youtube.com/watch?v=n6oKM7O559c,"[['0:00:13.440', '0:00:15.680'], ['0:07:48.960', '0:08:11.040'], ['0:08:37.360', '0:08:57.360']]","['A subscribe button on a red background.', 'A man is hitting a punching bag in a boxing gym.', 'A facebook page with a man talking to another man.']","[0.4853515625, 0.458251953125, 0.4326171875]","['desirable', 'desirable', '4_computer_screen_recording']","[[['0:00:00.000', '0:00:02.200']], [['0:00:00.000', '0:00:22.040']], [['0:00:00.000', '0:00:19.960']]]"
nAOVLBCQHAQ,https://www.youtube.com/watch?v=nAOVLBCQHAQ,"[['0:00:15.382', '0:00:19.419'], ['0:01:00.627', '0:01:08.635'], ['0:01:26.486', '0:01:42.435']]","['A chalkboard with the words ""do not qualify for a federal energy tax credit"".', 'It is a close up of text on a blackboard.', 'A chalkboard with a quote on it.']","[0.43701171875, 0.4599609375, 0.4580078125]","['1_still_foreground_image', '1_still_foreground_image', '1_still_foreground_image']","[[['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:07.974']], [['0:00:00.000', '0:00:01.568'], ['0:00:01.634', '0:00:15.915']]]"
nGBqQa75C7E,https://www.youtube.com/watch?v=nGBqQa75C7E,"[['0:00:00.467', '0:00:04.504'], ['0:00:08.408', '0:00:35.902'], ['0:00:39.806', '0:00:43.777']]","['A female photographer is sitting at a desk and talking to the camera.', 'A woman is sitting at a desk and talking to the camera.', 'The woman is holding a camera and standing in front of a dark background.']","[0.471435546875, 0.465576171875, 0.4443359375]","['desirable', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:27.460']], [['0:00:00.000', '0:00:03.970']]]"
nGYhuEdisJo,https://www.youtube.com/watch?v=nGYhuEdisJo,"[['0:03:44.266', '0:03:51.100'], ['0:03:57.266', '0:04:00.133'], ['0:05:03.633', '0:05:07.633']]","['A woman holding a red sign stands in front of a crowd of people.', 'The pope is standing in front of a group of people and speaking to them.', 'A red and white banner with the words subscribe now.']","[0.448974609375, 0.439453125, 0.46533203125]","['0_low_desirable_score', '3_screen_in_screen', '1_still_foreground_image']","[[['0:00:00.000', '0:00:06.833']], [['0:00:00.000', '0:00:02.866']], [['0:00:00.000', '0:00:04.000']]]"
nJzJ9teeDh4,https://www.youtube.com/watch?v=nJzJ9teeDh4,"[['0:00:09.709', '0:00:13.380'], ['0:00:41.841', '0:00:52.385'], ['0:02:39.759', '0:02:42.195']]","['A young woman holding a sign against a brick wall.', 'A man and a woman sitting in a car.', 'A woman is standing next to a car and smiling at the camera.']","[0.47021484375, 0.4423828125, 0.46337890625]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.636']], [['0:00:00.000', '0:00:10.510']], [['0:00:00.000', '0:00:02.402']]]"
nLawrg7BlrY,https://www.youtube.com/watch?v=nLawrg7BlrY,"[['0:00:28.833', '0:00:38.916'], ['0:01:26.958', '0:01:35.250'], ['0:03:02.041', '0:03:07.541']]","['A person is stirring food in a frying pan on a stove.', 'A foil wrapped tortilla sitting on top of a counter.', 'Two women are preparing tortillas in a kitchen.']","[0.45703125, 0.43310546875, 0.453369140625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:10.041']], [['0:00:00.000', '0:00:08.291']], [['0:00:00.000', '0:00:05.458']]]"
nPjtRj9UvYU,https://www.youtube.com/watch?v=nPjtRj9UvYU,"[['0:00:05.705', '0:00:09.709'], ['0:00:20.553', '0:00:23.790'], ['0:00:41.574', '0:00:44.544']]","['There is a kitchen with wooden cabinets and drawers.', 'There are shelves in a kitchen with glasses and plates on them.', 'There is a kitchen with appliances and utensils stored in drawers.']","[0.45556640625, 0.457763671875, 0.46337890625]","['1_still_foreground_image', '1_still_foreground_image', '1_still_foreground_image']","[[['0:00:00.000', '0:00:03.970']], [['0:00:00.000', '0:00:03.203']], [['0:00:00.000', '0:00:02.969']]]"
nU16nP003I8,https://www.youtube.com/watch?v=nU16nP003I8,"[['0:01:07.442', '0:01:09.819'], ['0:03:10.648', '0:03:13.109'], ['0:05:53.561', '0:05:55.605']]","['There is a group of people in a room, one person is wearing headphones and the others are talking and laughing.', 'Three green shirts with a clown on them.', 'A picture of a woman and a man in a suit.']","[0.452880859375, 0.439697265625, 0.445556640625]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:02.335']], [['0:00:00.000', '0:00:02.419']], [['0:00:00.000', '0:00:02.043']]]"
nUWp7xIsbls,https://www.youtube.com/watch?v=nUWp7xIsbls,"[['0:00:00.600', '0:00:05.483'], ['0:00:16.666', '0:00:51.166'], ['0:01:58.400', '0:02:02.100']]","['A computer generated image of a video game character.', 'The player is playing a game of street fighter and defeating an opponent in a fight.', 'A video game character fighting with another character.']","[0.430908203125, 0.4716796875, 0.454345703125]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:01.616'], ['0:00:01.633', '0:00:02.450'], ['0:00:02.466', '0:00:04.866']], [['0:00:00.000', '0:00:34.483']], [['0:00:00.000', '0:00:03.683']]]"
nUyaxawjmL8,https://www.youtube.com/watch?v=nUyaxawjmL8,"[['0:00:00.266', '0:00:02.502'], ['0:00:28.395', '0:00:40.140'], ['0:00:51.351', '0:00:54.587']]","['A group of people are driving off-road vehicles in a desert area with mountains in the background.', 'A person is driving an off-road vehicle in the desert and creating a lot of dust.', 'The eibach logo on a white background.']","[0.47021484375, 0.46875, 0.47216796875]","['desirable', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:00.266'], ['0:00:00.333', '0:00:02.202']], [['0:00:00.000', '0:00:00.533'], ['0:00:00.567', '0:00:03.570'], ['0:00:03.636', '0:00:06.072'], ['0:00:06.106', '0:00:09.943'], ['0:00:09.976', '0:00:11.711']], [['0:00:00.000', '0:00:03.203']]]"
nXrwrt1qjJU,https://www.youtube.com/watch?v=nXrwrt1qjJU,"[['0:00:02.050', '0:00:18.600'], ['0:01:08.300', '0:01:11.933'], ['0:01:13.150', '0:01:19.433']]","['A woman holding a microphone in front of an empty basketball court.', 'A female news anchor is reporting live from an indoor sports arena.', 'The boston celtics are playing a basketball game and the crowd is cheering.']","[0.4697265625, 0.470703125, 0.44482421875]","['desirable', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:16.533']], [['0:00:00.000', '0:00:03.616']], [['0:00:00.000', '0:00:06.266']]]"
nZiTo9NRolg,https://www.youtube.com/watch?v=nZiTo9NRolg,"[['0:00:31.600', '0:00:39.600'], ['0:02:52.600', '0:02:56.600'], ['0:04:38.933', '0:04:41.800']]","['An elevator button with a pink light on it.', 'A person is walking through a hotel corridor.', 'A hallway with a red carpet on the floor and a door to another room.']","[0.463134765625, 0.431884765625, 0.47607421875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.966']], [['0:00:00.000', '0:00:03.966']], [['0:00:00.000', '0:00:02.833']]]"
n_ibgTjA8w0,https://www.youtube.com/watch?v=n_ibgTjA8w0,"[['0:00:01.801', '0:00:16.416'], ['0:01:04.130', '0:01:06.633'], ['0:01:08.034', '0:01:17.010']]","['A news anchor wearing a suit and tie with a tick on the screen.', 'A woman holding a plastic container with bugs in it.', 'A man wearing a red jacket and tie is talking into a microphone.']","[0.45751953125, 0.454345703125, 0.47021484375]","['3_screen_in_screen', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:14.614']], [['0:00:00.000', '0:00:02.502']], [['0:00:00.000', '0:00:08.975']]]"
naqZfPs-60c,https://www.youtube.com/watch?v=naqZfPs-60c,"[['0:00:10.510', '0:00:14.047'], ['0:01:51.744', '0:02:06.926'], ['0:02:57.410', '0:03:01.814']]","['Person speaking at a podium in front of two flags.', 'Two women sitting at a table on a tv news show.', 'Two women sitting at a news desk talking.']","[0.4755859375, 0.4716796875, 0.47314453125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.536']], [['0:00:00.000', '0:00:06.873'], ['0:00:06.906', '0:00:15.181']], [['0:00:00.000', '0:00:01.901'], ['0:00:01.935', '0:00:04.371']]]"
nemNn6lXOoI,https://www.youtube.com/watch?v=nemNn6lXOoI,"[['0:01:20.146', '0:01:24.184'], ['0:02:27.747', '0:02:33.019'], ['0:03:42.522', '0:03:50.263']]","['Two men in orange vests looking out over a field.', 'A man driving a yellow bus on a dirt road.', 'A field of corn with a sky in the background.']","[0.4736328125, 0.44287109375, 0.4443359375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.037']], [['0:00:00.000', '0:00:05.238']], [['0:00:00.000', '0:00:07.707']]]"
nfjdqLrZ9jc,https://www.youtube.com/watch?v=nfjdqLrZ9jc,"[['0:00:15.815', '0:00:21.721'], ['0:01:14.140', '0:01:18.678'], ['0:01:24.317', '0:01:27.554']]","['A man with a beard and tattoos is driving a vintage car.', 'A black cat with blue eyes is sitting on a blue carpet looking at the camera.', 'A man and a woman sitting next to each other.']","[0.4794921875, 0.45751953125, 0.444580078125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.872']], [['0:00:00.000', '0:00:04.504']], [['0:00:00.000', '0:00:03.203']]]"
ng7DpMipHxY,https://www.youtube.com/watch?v=ng7DpMipHxY,"[['0:00:01.100', '0:00:10.166'], ['0:00:56.766', '0:01:40.766'], ['0:01:50.733', '0:02:26.566']]","['The coffee beans are falling into a circle on a dark background.', 'A man is unpacking a large white box from a cardboard box.', 'A person using an espresso machine on a counter.']","[0.44482421875, 0.44970703125, 0.44873046875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:09.066']], [['0:00:00.000', '0:00:43.966']], [['0:00:00.000', '0:00:35.800']]]"
nnZh-Uf7pXI,https://www.youtube.com/watch?v=nnZh-Uf7pXI,"[['0:00:51.216', '0:01:04.833'], ['0:01:10.300', '0:01:14.100'], ['0:01:38.200', '0:01:41.950']]","['A person holding an iphone x in front of a crowd of people.', 'A person holding an iphone in their hand over a table with other people taking pictures.', 'A person holding an iphone in front of a group of people.']","[0.4794921875, 0.48681640625, 0.489501953125]","['0_low_desirable_score', '0_low_desirable_score', 'desirable']","[[['0:00:00.000', '0:00:04.533'], ['0:00:04.550', '0:00:13.600']], [['0:00:00.000', '0:00:03.783']], [['0:00:00.000', '0:00:03.733']]]"
nrp4yrZzWzg,https://www.youtube.com/watch?v=nrp4yrZzWzg,"[['0:01:08.501', '0:01:22.415'], ['0:02:11.064', '0:02:41.561'], ['0:02:45.665', '0:02:48.334']]","['A person is holding a smartphone in their hand and showing it to the camera.', 'A person holding a cell phone in front of a crowd.', 'A person is taking a picture of a smartphone on display at an electronics show.']","[0.453125, 0.456298828125, 0.471923828125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:13.880']], [['0:00:00.000', '0:00:30.463']], [['0:00:00.000', '0:00:02.635']]]"
nv-FLfTJPKY,https://www.youtube.com/watch?v=nv-FLfTJPKY,"[['0:02:49.802', '0:02:56.776'], ['0:03:22.268', '0:03:26.639'], ['0:04:08.514', '0:04:11.217']]","['A google search page showing a number of results.', 'A window with a united states postal service sign.', 'A red and white sign next to a wooden fence.']","[0.447265625, 0.44287109375, 0.452392578125]","['4_computer_screen_recording', 'desirable', '2_tiny_camera_movement']","[[['0:00:00.000', '0:00:06.940']], [['0:00:00.000', '0:00:04.371']], [['0:00:00.000', '0:00:02.702']]]"
nvZrbZlx5Tw,https://www.youtube.com/watch?v=nvZrbZlx5Tw,"[['0:00:02.268', '0:00:05.171'], ['0:00:49.682', '0:00:51.818'], ['0:01:08.101', '0:01:10.136']]","['A man in a green shirt talking to the camera.', ""Two albatrosses are standing on a grassy area and preening each other's feathers."", 'Two seagulls with their beaks touching each other.']","[0.47314453125, 0.4921875, 0.45458984375]","['desirable', '1_still_foreground_image', '1_still_foreground_image']","[[['0:00:00.000', '0:00:02.869']], [['0:00:00.000', '0:00:02.135']], [['0:00:00.000', '0:00:02.002']]]"
o56t9sQni0U,https://www.youtube.com/watch?v=o56t9sQni0U,"[['0:00:08.520', '0:00:11.440'], ['0:00:55.080', '0:00:57.360'], ['0:02:56.320', '0:02:58.560']]","['A man is walking in front of a large building with snow on the ground.', 'Person chancellor angela merkel at a press conference.', 'An aerial view of destroyed buildings in a city.']","[0.4560546875, 0.4658203125, 0.487060546875]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:02.880']], [['0:00:00.000', '0:00:02.240']], [['0:00:00.000', '0:00:02.200']]]"
o6Q1W4zugZg,https://www.youtube.com/watch?v=o6Q1W4zugZg,"[['0:10:00.383', '0:10:19.335'], ['0:12:38.507', '0:12:58.427'], ['0:13:03.382', '0:13:23.152']]","['A woman is sitting at a table with her children and they are drawing on a piece of paper.', ""A person's hand holding a piece of fabric with dinosaurs on it."", 'A woman and her son are sitting at a table and coloring with crayons.']","[0.47509765625, 0.44140625, 0.442626953125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.453'], ['0:00:03.470', '0:00:18.935']], [['0:00:00.000', '0:00:01.835'], ['0:00:01.851', '0:00:15.065'], ['0:00:15.081', '0:00:19.903']], [['0:00:00.000', '0:00:17.233'], ['0:00:17.250', '0:00:19.769']]]"
o6a1xY6jRPM,https://www.youtube.com/watch?v=o6a1xY6jRPM,"[['0:00:24.924', '0:00:31.331'], ['0:00:39.539', '0:00:42.475'], ['0:01:44.003', '0:01:49.409']]","['A man in a blue vest and tie is speaking into a microphone in front of a city.', 'A man in a suit is talking on a phone in a park.', 'A news reporter is reporting live from an outdoor location in birmingham, alabama.']","[0.479248046875, 0.454345703125, 0.4501953125]","['0_low_desirable_score', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:06.406']], [['0:00:00.000', '0:00:02.902']], [['0:00:00.000', '0:00:05.405']]]"
o8Uedv0cpNo,https://www.youtube.com/watch?v=o8Uedv0cpNo,"[['0:00:02.402', '0:00:21.688'], ['0:00:31.564', '0:01:19.612'], ['0:04:08.348', '0:04:22.095']]","['A close up of the engine of a car.', 'A person is working on the engine of a car.', 'A young man is sitting in the trunk of a car. he is wearing a red shirt and appears to be working on something.']","[0.446533203125, 0.453125, 0.447998046875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:19.252']], [['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:13.747']]]"
o90M38YBu08,https://www.youtube.com/watch?v=o90M38YBu08,"[['0:00:06.000', '0:00:54.000'], ['0:01:11.500', '0:01:23.500'], ['0:02:30.500', '0:02:34.800']]","['A hand holding a blue card in front of a car stereo.', 'A person holding a cell phone in front of a car stereo.', 'A person holding a cell phone in a car.']","[0.46728515625, 0.46044921875, 0.4306640625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:47.966']], [['0:00:00.000', '0:00:11.966']], [['0:00:00.000', '0:00:04.266']]]"
oGN51soS9dI,https://www.youtube.com/watch?v=oGN51soS9dI,"[['0:01:57.016', '0:02:45.064'], ['0:05:10.243', '0:05:30.563'], ['0:05:33.499', '0:05:36.969']]","['A woman in a pink sweater is preparing food in a kitchen.', 'A woman is cooking and talking to the camera.', 'A woman in a pink shirt standing in a kitchen.']","[0.448486328125, 0.447998046875, 0.4404296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:20.286']], [['0:00:00.000', '0:00:03.436']]]"
oGhcGf9I_XU,https://www.youtube.com/watch?v=oGhcGf9I_XU,"[['0:01:59.752', '0:02:20.940'], ['0:02:27.614', '0:03:00.113'], ['0:09:43.182', '0:10:03.102']]","['There is a man standing in front of a climbing wall, he is wearing a blue shirt and has curly hair.', 'A group of people are climbing on an indoor rock climbing wall.', 'A man in a blue shirt standing in a climbing gym.']","[0.46728515625, 0.458251953125, 0.4677734375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:21.154']], [['0:00:00.000', '0:00:32.465']], [['0:00:00.000', '0:00:19.886']]]"
oJT5ndMaJw4,https://www.youtube.com/watch?v=oJT5ndMaJw4,"[['0:00:12.000', '0:00:28.000'], ['0:00:39.000', '0:01:11.000'], ['0:01:19.720', '0:01:57.800']]","['A woman in a blue shirt with the words advanced idiomatic phrasal verbs.', 'A woman is talking to the camera with different facial expressions and gestures.', 'A young woman is wearing a blue shirt and talking to the camera.']","[0.48779296875, 0.455322265625, 0.4814453125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.480'], ['0:00:07.520', '0:00:15.960']], [['0:00:00.000', '0:00:31.960']], [['0:00:00.000', '0:00:38.040']]]"
oKW0pzTVL1U,https://www.youtube.com/watch?v=oKW0pzTVL1U,"[['0:00:21.200', '0:00:24.000'], ['0:01:29.200', '0:01:35.120'], ['0:03:06.640', '0:03:10.840']]","['Cows are grazing on a green pasture in the countryside.', 'A young man is standing in an apple orchard and petting a cow.', 'A man working on a machine in a dark room.']","[0.453857421875, 0.44091796875, 0.4453125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.760']], [['0:00:00.000', '0:00:05.880']], [['0:00:00.000', '0:00:04.160']]]"
oPquZigbLsk,https://www.youtube.com/watch?v=oPquZigbLsk,"[['0:00:12.166', '0:01:00.166'], ['0:03:17.800', '0:03:33.800'], ['0:03:38.800', '0:04:02.800']]","['A police officer and a news anchor on a tv show.', 'A police officer is interviewing a man on a tv show.', 'A police officer is talking to a reporter on a tv news show.']","[0.439453125, 0.464111328125, 0.466796875]","['desirable', 'desirable', '4_computer_screen_recording']","[[['0:00:00.000', '0:00:47.966']], [['0:00:00.000', '0:00:15.966']], [['0:00:00.000', '0:00:09.700'], ['0:00:09.733', '0:00:23.966']]]"
oPz2a4EVYpY,https://www.youtube.com/watch?v=oPz2a4EVYpY,"[['0:00:00.967', '0:00:08.975'], ['0:00:28.862', '0:01:08.301'], ['0:05:34.701', '0:05:38.738']]","[""A man is sitting in the driver's seat of a jeep, wearing a black shirt and glasses."", 'A man working on a table with tools on it.', ""A man is sitting in the driver's seat of an old pickup truck and talking to the camera.""]","[0.456787109375, 0.45849609375, 0.46728515625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.974']], [['0:00:00.000', '0:00:39.406']], [['0:00:00.000', '0:00:04.004']]]"
oQQOQMuKQFs,https://www.youtube.com/watch?v=oQQOQMuKQFs,"[['0:00:13.313', '0:00:21.321'], ['0:01:17.243', '0:01:20.113'], ['0:01:49.109', '0:01:58.551']]","['A man in a red and black jacket talking on the news.', 'There is a courthouse with cars parked outside.', 'A man in a red jacket on a newscast.']","[0.4619140625, 0.43505859375, 0.45849609375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.974']], [['0:00:00.000', '0:00:02.869']], [['0:00:00.000', '0:00:09.409']]]"
oX2DKCZUiyI,https://www.youtube.com/watch?v=oX2DKCZUiyI,"[['0:10:39.333', '0:10:50.733'], ['0:14:17.733', '0:14:27.333'], ['0:14:29.066', '0:14:33.666']]","['A computer screen showing the sourceforge net website.', 'A computer screen showing the meet the gimp page.', 'A computer screen displaying a picture of two red flowers.']","[0.4677734375, 0.4580078125, 0.477783203125]","['4_computer_screen_recording', '4_computer_screen_recording', '4_computer_screen_recording']","[[['0:00:00.000', '0:00:11.333']], [['0:00:00.000', '0:00:09.533']], [['0:00:00.000', '0:00:00.266'], ['0:00:00.333', '0:00:04.600']]]"
oYB67A_w1sk,https://www.youtube.com/watch?v=oYB67A_w1sk,"[['0:00:16.016', '0:00:28.862'], ['0:00:31.965', '0:00:44.310'], ['0:01:07.367', '0:01:11.404']]","['A japanese news story with a man in a suit and tie.', 'There is a group of people sitting around a table with flags in the background.', 'A group of men in suits and ties standing on a set of steps.']","[0.44775390625, 0.462158203125, 0.477783203125]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:05.739'], ['0:00:05.772', '0:00:12.812']], [['0:00:00.000', '0:00:02.869'], ['0:00:02.902', '0:00:12.312']], [['0:00:00.000', '0:00:04.004']]]"
oYgS-PlyHuo,https://www.youtube.com/watch?v=oYgS-PlyHuo,"[['0:02:24.920', '0:02:31.960'], ['0:04:05.800', '0:04:20.720'], ['0:04:52.720', '0:05:31.000']]","['A person holding a piece of green plastic.', 'A person working on a model tank on a table.', 'The person is making a model tank using a plastic kit.']","[0.45068359375, 0.45849609375, 0.4404296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.000']], [['0:00:00.000', '0:00:14.880']], [['0:00:00.000', '0:00:05.040'], ['0:00:05.080', '0:00:38.240']]]"
oc-PdN4wI4U,https://www.youtube.com/watch?v=oc-PdN4wI4U,"[['0:06:15.400', '0:06:18.066'], ['0:06:59.200', '0:07:02.033'], ['0:08:38.833', '0:08:42.166']]","['The interior of a small car with a steering wheel.', 'There are two subwoofers in the trunk of a car.', 'A laptop computer sitting on top of a desk.']","[0.4326171875, 0.479736328125, 0.43701171875]","['desirable', 'desirable', '2_tiny_camera_movement']","[[['0:00:00.000', '0:00:02.633']], [['0:00:00.000', '0:00:02.800']], [['0:00:00.000', '0:00:03.300']]]"
ohL7rrnjd4k,https://www.youtube.com/watch?v=ohL7rrnjd4k,"[['0:02:58.912', '0:03:05.735'], ['0:03:30.043', '0:03:34.397'], ['0:04:22.445', '0:04:52.108']]","['A man is sitting at a desk with a computer and keyboard. he is unboxing a wrist rest for the keyboard.', 'A young man sitting in a room with a bunch of stuff around him.', 'A man is sitting at a desk with his hands on a keyboard and mousepad.']","[0.46044921875, 0.4482421875, 0.457763671875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:06.823']], [['0:00:00.000', '0:00:04.337']], [['0:00:00.000', '0:00:29.646']]]"
ollq6YxJYA8,https://www.youtube.com/watch?v=ollq6YxJYA8,"[['0:00:14.080', '0:00:21.054'], ['0:00:22.822', '0:00:30.363'], ['0:00:57.690', '0:01:02.228']]","['Two people loading a patient into an ambulance.', 'A computer generated image of a woman laying in a hospital bed.', 'A man is spinning a gold fidget spinner on a purple background.']","[0.448486328125, 0.457275390625, 0.434814453125]","['desirable', '3_screen_in_screen', '3_screen_in_screen']","[[['0:00:00.000', '0:00:03.236'], ['0:00:03.269', '0:00:06.940']], [['0:00:00.000', '0:00:07.540']], [['0:00:00.000', '0:00:04.504']]]"
on--i9limfE,https://www.youtube.com/watch?v=on--i9limfE,"[['0:03:42.155', '0:04:06.980'], ['0:04:42.315', '0:04:51.057'], ['0:06:09.068', '0:06:12.238']]","['A man is sitting at a desk and talking to the camera.', 'A man is sitting at a desk and talking to the camera while holding a tablet.', 'There is a person standing in front of a table that has various electronic devices and a projector on it.']","[0.471923828125, 0.46923828125, 0.461181640625]","['3_screen_in_screen', '3_screen_in_screen', 'desirable']","[[['0:00:00.000', '0:00:24.791']], [['0:00:00.000', '0:00:08.708']], [['0:00:00.000', '0:00:03.136']]]"
owtiYJxkKyc,https://www.youtube.com/watch?v=owtiYJxkKyc,"[['0:03:47.644', '0:04:04.702'], ['0:04:40.363', '0:04:43.825'], ['0:05:09.434', '0:05:12.729']]","['An asian woman is standing in a kitchen and talking to the camera while holding a jar of pickled ginger.', 'A person is preparing food in bowls on a table with ingredients.', 'A person is cooking food in a frying pan on a stove.']","[0.478515625, 0.43603515625, 0.435791015625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:12.512'], ['0:00:12.554', '0:00:17.017']], [['0:00:00.000', '0:00:03.461']], [['0:00:00.000', '0:00:03.253']]]"
